respondent_id,brand_origin,body_type,engine,price,rating
R0081,European,SUV,Petrol,"$35,000",5
R0081,European,Sedan,Hybrid,"$35,000",7
R0081,Domestic,SUV,Hybrid,"$45,000",7
R0081,Domestic,Compact,Electric,"$45,000",4
R0081,Domestic,Sedan,Hybrid,"$45,000",7
R0081,Domestic,SUV,Petrol,"$35,000",3
R0081,Domestic,Sedan,Hybrid,"$25,000",8
R0081,Domestic,Sedan,Petrol,"$35,000",5
R0081,Asian,SUV,Electric,"$45,000",4
R0081,Asian,SUV,Hybrid,"$45,000",7
R0081,Asian,Sedan,Hybrid,"$35,000",5
R0081,European,Compact,Electric,"$35,000",5
R0081,Domestic,SUV,Petrol,"$25,000",5
R0081,European,SUV,Petrol,"$25,000",6
R0082,Domestic,Sedan,Hybrid,"$35,000",8
R0082,Asian,Sedan,Electric,"$45,000",4
R0082,Asian,Sedan,Hybrid,"$35,000",6
R0082,Domestic,Compact,Hybrid,"$45,000",2
R0082,Asian,SUV,Petrol,"$25,000",8
R0082,European,Compact,Petrol,"$45,000",3
R0082,Asian,Compact,Hybrid,"$25,000",5
R0082,European,Sedan,Electric,"$45,000",4
R0082,European,Compact,Petrol,"$25,000",6
R0082,Domestic,SUV,Petrol,"$25,000",7
R0082,Asian,Compact,Electric,"$25,000",6
R0082,Asian,Sedan,Hybrid,"$45,000",3
R0082,European,Sedan,Electric,"$25,000",4
R0082,European,Sedan,Electric,"$35,000",6
R0082,Domestic,Sedan,Petrol,"$45,000",5
R0082,Asian,Sedan,Petrol,"$45,000",7
R0083,European,Sedan,Hybrid,"$25,000",10
R0083,Domestic,Compact,Electric,"$25,000",10
R0083,Domestic,Sedan,Electric,"$45,000",5
R0083,European,Sedan,Petrol,"$35,000",6
R0083,Asian,SUV,Electric,"$25,000",8
R0083,Asian,Sedan,Petrol,"$25,000",10
R0083,Asian,Sedan,Electric,"$25,000",8
R0083,European,Sedan,Petrol,"$25,000",10
R0083,Asian,SUV,Petrol,"$25,000",9
R0083,Asian,SUV,Petrol,"$35,000",5
R0083,Asian,SUV,Hybrid,"$25,000",9
R0083,Domestic,SUV,Electric,"$25,000",9
R0083,Domestic,Compact,Electric,"$35,000",5
R0083,Asian,Compact,Electric,"$25,000",7
R0083,Asian,Sedan,Electric,"$35,000",4
R0083,European,Compact,Petrol,"$35,000",6
R0084,European,Sedan,Electric,"$25,000",8
R0084,Asian,Sedan,Hybrid,"$25,000",8
R0084,European,Compact,Petrol,"$35,000",5
R0084,Domestic,Compact,Electric,"$25,000",6
R0084,Domestic,Sedan,Petrol,"$25,000",8
R0084,European,SUV,Petrol,"$35,000",7
R0084,European,Sedan,Electric,"$45,000",3
R0084,Domestic,SUV,Petrol,"$25,000",8
R0084,European,Compact,Electric,"$25,000",5
R0084,European,SUV,Petrol,"$25,000",7
R0084,Domestic,SUV,Hybrid,"$45,000",5
R0084,Domestic,Sedan,Electric,"$45,000",4
R0084,Asian,Sedan,Electric,"$45,000",3
R0084,Domestic,Sedan,Petrol,"$35,000",7
R0084,European,Sedan,Hybrid,"$25,000",7
R0084,European,Compact,Hybrid,"$45,000",4
R0085,Domestic,Compact,Electric,"$35,000",4
R0085,European,Compact,Electric,"$45,000",2
R0085,Domestic,Compact,Petrol,"$25,000",5
R0085,European,Sedan,Hybrid,"$25,000",9
R0085,European,Compact,Electric,"$35,000",4
R0085,Asian,Sedan,Petrol,"$35,000",4
R0085,European,Sedan,Petrol,"$35,000",6
R0085,Asian,Sedan,Electric,"$45,000",2
R0085,European,Compact,Petrol,"$25,000",6
R0085,European,SUV,Electric,"$45,000",6
R0085,Asian,Sedan,Hybrid,"$45,000",6
R0085,Asian,Compact,Hybrid,"$35,000",3
R0085,Asian,SUV,Petrol,"$35,000",5
R0085,European,SUV,Petrol,"$45,000",4
R0085,European,SUV,Electric,"$35,000",5
R0085,Asian,Sedan,Petrol,"$25,000",8
R0086,Asian,Sedan,Electric,"$35,000",7
R0086,Asian,Compact,Hybrid,"$35,000",7
R0086,Domestic,Sedan,Hybrid,"$45,000",5
R0086,Domestic,Sedan,Hybrid,"$25,000",7
R0086,Asian,SUV,Petrol,"$45,000",4
R0086,European,Sedan,Hybrid,"$25,000",8
R0086,Domestic,Sedan,Petrol,"$35,000",5
R0086,Asian,Sedan,Electric,"$45,000",4
R0086,European,SUV,Hybrid,"$35,000",7
R0086,Domestic,Sedan,Petrol,"$25,000",5
R0086,European,SUV,Hybrid,"$25,000",9
R0086,European,Sedan,Hybrid,"$35,000",7
R0086,European,Sedan,Hybrid,"$45,000",6
R0086,European,SUV,Electric,"$25,000",7
R0086,Asian,Sedan,Petrol,"$25,000",4
R0086,European,Compact,Electric,"$35,000",5
R0087,Asian,Compact,Hybrid,"$25,000",8
R0087,European,Compact,Hybrid,"$35,000",3
R0087,Domestic,Compact,Electric,"$25,000",6
R0087,Domestic,Compact,Petrol,"$45,000",6
R0087,Asian,SUV,Hybrid,"$35,000",5
R0087,European,Sedan,Petrol,"$45,000",5
R0087,Domestic,SUV,Hybrid,"$45,000",7
R0087,Asian,Sedan,Petrol,"$35,000",6
R0087,Domestic,Compact,Hybrid,"$25,000",8
R0087,Domestic,Compact,Electric,"$45,000",2
R0087,Domestic,SUV,Electric,"$45,000",5
R0087,Asian,Sedan,Petrol,"$25,000",7
R0087,Asian,Compact,Electric,"$45,000",5
R0087,Asian,Compact,Hybrid,"$35,000",6
R0087,Domestic,Sedan,Hybrid,"$45,000",5
R0087,Asian,Sedan,Hybrid,"$35,000",6
R0088,Domestic,Sedan,Electric,"$25,000",8
R0088,Asian,Sedan,Hybrid,"$25,000",5
R0088,Asian,Compact,Electric,"$45,000",5
R0088,Domestic,Sedan,Electric,"$45,000",8
R0088,Domestic,Sedan,Hybrid,"$35,000",7
R0088,Asian,Sedan,Petrol,"$45,000",4
R0088,Domestic,SUV,Hybrid,"$45,000",5
R0088,Asian,SUV,Electric,"$45,000",7
R0088,Asian,SUV,Hybrid,"$45,000",5
R0088,Domestic,Compact,Petrol,"$45,000",4
R0088,Asian,Compact,Hybrid,"$25,000",4
R0088,European,Sedan,Hybrid,"$25,000",5
R0088,Domestic,Sedan,Electric,"$35,000",6
R0088,Domestic,SUV,Electric,"$25,000",9
R0088,European,SUV,Hybrid,"$45,000",5
R0088,European,SUV,Electric,"$45,000",8
R0089,European,Compact,Hybrid,"$25,000",7
R0089,Domestic,SUV,Hybrid,"$35,000",6
R0089,Domestic,Compact,Electric,"$35,000",5
R0089,European,Sedan,Electric,"$35,000",7
R0089,Domestic,Compact,Electric,"$25,000",7
R0089,Domestic,Compact,Petrol,"$45,000",2
R0089,European,SUV,Petrol,"$35,000",6
R0089,Asian,Compact,Electric,"$45,000",2
R0089,European,SUV,Petrol,"$25,000",10
R0089,European,SUV,Electric,"$45,000",3
R0089,Asian,Compact,Electric,"$25,000",5
R0089,European,Sedan,Petrol,"$25,000",10
R0089,Asian,SUV,Petrol,"$25,000",8
R0089,Asian,SUV,Electric,"$25,000",7
R0089,Asian,Sedan,Petrol,"$45,000",5
R0089,Domestic,SUV,Petrol,"$45,000",4
R0090,European,Sedan,Petrol,"$25,000",4
R0090,Domestic,Compact,Petrol,"$25,000",4
R0090,European,Compact,Electric,"$35,000",8
R0090,European,SUV,Hybrid,"$25,000",6
R0090,Domestic,Compact,Petrol,"$45,000",1
R0090,Domestic,SUV,Electric,"$35,000",6
R0090,European,SUV,Hybrid,"$35,000",6
R0090,European,Compact,Petrol,"$25,000",5
R0090,Domestic,SUV,Hybrid,"$25,000",6
R0090,European,Sedan,Electric,"$45,000",8
R0090,Domestic,SUV,Petrol,"$25,000",3
R0090,Domestic,Compact,Electric,"$45,000",6
R0090,European,SUV,Petrol,"$35,000",5
R0090,Asian,Compact,Hybrid,"$25,000",6
R0090,Asian,Sedan,Electric,"$25,000",8
R0090,Asian,Compact,Petrol,"$25,000",2
R0091,Asian,SUV,Electric,"$45,000",1
R0091,Domestic,Compact,Electric,"$25,000",4
R0091,Asian,SUV,Electric,"$25,000",5
R0091,Domestic,SUV,Electric,"$45,000",3
R0091,European,Compact,Hybrid,"$35,000",4
R0091,Domestic,SUV,Electric,"$35,000",4
R0091,Domestic,Compact,Petrol,"$25,000",8
R0091,European,SUV,Hybrid,"$25,000",7
R0091,European,Compact,Electric,"$35,000",2
R0091,Asian,SUV,Petrol,"$45,000",3
R0091,Asian,SUV,Petrol,"$25,000",5
R0091,European,Compact,Electric,"$25,000",5
R0091,Domestic,Compact,Petrol,"$35,000",6
R0091,Domestic,SUV,Hybrid,"$35,000",4
R0091,Domestic,Sedan,Petrol,"$35,000",5
R0091,European,Sedan,Petrol,"$25,000",8
R0092,Domestic,Sedan,Hybrid,"$45,000",5
R0092,Domestic,SUV,Electric,"$45,000",6
R0092,European,Sedan,Petrol,"$35,000",7
R0092,Asian,SUV,Petrol,"$35,000",7
R0092,Domestic,Compact,Electric,"$45,000",5
R0092,European,SUV,Electric,"$45,000",7
R0092,Asian,Compact,Hybrid,"$25,000",6
R0092,European,SUV,Hybrid,"$25,000",10
R0092,European,Sedan,Electric,"$25,000",8
R0092,Domestic,Compact,Hybrid,"$25,000",7
R0092,European,Sedan,Electric,"$35,000",7
R0092,European,Sedan,Hybrid,"$45,000",5
R0092,Domestic,Compact,Petrol,"$35,000",6
R0092,Asian,SUV,Hybrid,"$45,000",7
R0092,European,Compact,Electric,"$35,000",8
R0092,Domestic,SUV,Petrol,"$45,000",5
R0093,Domestic,SUV,Electric,"$25,000",8
R0093,Domestic,Sedan,Petrol,"$45,000",7
R0093,European,SUV,Hybrid,"$35,000",8
R0093,Domestic,Compact,Petrol,"$45,000",8
R0093,Asian,SUV,Electric,"$45,000",2
R0093,Domestic,Compact,Hybrid,"$45,000",7
R0093,Domestic,Compact,Electric,"$45,000",4
R0093,European,Compact,Petrol,"$35,000",7
R0093,European,SUV,Hybrid,"$25,000",10
R0093,Domestic,Sedan,Petrol,"$25,000",9
R0093,European,SUV,Hybrid,"$45,000",7
R0093,Domestic,Compact,Hybrid,"$35,000",6
R0093,European,Sedan,Petrol,"$45,000",6
R0093,Asian,Compact,Petrol,"$25,000",10
R0093,Domestic,Sedan,Electric,"$25,000",6
R0093,European,Sedan,Hybrid,"$45,000",7
R0094,Domestic,Sedan,Petrol,"$35,000",5
R0094,Domestic,Compact,Electric,"$35,000",4
R0094,Domestic,SUV,Hybrid,"$25,000",9
R0094,Asian,SUV,Hybrid,"$25,000",8
R0094,Domestic,SUV,Petrol,"$25,000",10
R0094,European,Sedan,Petrol,"$35,000",5
R0094,Asian,Compact,Electric,"$45,000",1
R0094,European,SUV,Petrol,"$45,000",6
R0094,European,SUV,Hybrid,"$45,000",5
R0094,Domestic,SUV,Hybrid,"$45,000",6
R0094,European,SUV,Hybrid,"$25,000",9
R0094,Asian,Sedan,Hybrid,"$25,000",5
R0094,Asian,SUV,Hybrid,"$35,000",2
R0094,Asian,SUV,Electric,"$45,000",1
R0094,Asian,Compact,Petrol,"$25,000",5
R0094,Asian,Compact,Petrol,"$45,000",3
R0095,Asian,SUV,Hybrid,"$25,000",7
R0095,Asian,Sedan,Hybrid,"$45,000",5
R0095,Domestic,Sedan,Hybrid,"$25,000",8
R0095,Asian,Compact,Electric,"$25,000",4
R0095,European,Compact,Petrol,"$25,000",4
R0095,Domestic,Compact,Petrol,"$35,000",4
R0095,Asian,Sedan,Hybrid,"$25,000",7
R0095,Domestic,Compact,Petrol,"$45,000",3
R0095,European,Compact,Petrol,"$35,000",3
R0095,Asian,SUV,Electric,"$25,000",8
R0095,European,SUV,Electric,"$45,000",10
R0095,Asian,SUV,Petrol,"$35,000",6
R0095,Domestic,SUV,Petrol,"$35,000",5
R0095,European,Sedan,Hybrid,"$25,000",9
R0095,Asian,SUV,Petrol,"$45,000",5
R0095,Asian,Sedan,Petrol,"$45,000",1
R0096,Asian,Compact,Hybrid,"$25,000",7
R0096,Domestic,SUV,Hybrid,"$45,000",5
R0096,Asian,SUV,Petrol,"$25,000",7
R0096,Domestic,SUV,Electric,"$45,000",3
R0096,European,Sedan,Electric,"$35,000",6
R0096,Asian,Compact,Hybrid,"$35,000",4
R0096,Asian,Compact,Hybrid,"$45,000",3
R0096,European,Compact,Electric,"$25,000",7
R0096,Domestic,Sedan,Petrol,"$45,000",6
R0096,Asian,Sedan,Hybrid,"$45,000",3
R0096,Asian,Compact,Petrol,"$25,000",8
R0096,Domestic,SUV,Hybrid,"$35,000",7
R0096,European,Sedan,Electric,"$45,000",5
R0096,European,SUV,Hybrid,"$25,000",9
R0096,Domestic,Sedan,Electric,"$35,000",7
R0096,Domestic,Sedan,Hybrid,"$35,000",7
R0097,Asian,SUV,Petrol,"$35,000",6
R0097,Asian,SUV,Hybrid,"$25,000",9
R0097,European,Compact,Hybrid,"$35,000",6
R0097,Domestic,Sedan,Electric,"$45,000",7
R0097,Asian,SUV,Petrol,"$45,000",7
R0097,European,Compact,Petrol,"$35,000",6
R0097,Asian,Sedan,Electric,"$25,000",8
R0097,European,Compact,Electric,"$35,000",10
R0097,European,Sedan,Hybrid,"$35,000",5
R0097,Domestic,Sedan,Petrol,"$25,000",4
R0097,Domestic,Compact,Hybrid,"$35,000",5
R0097,Asian,Compact,Petrol,"$35,000",7
R0097,Domestic,SUV,Petrol,"$35,000",5
R0097,Domestic,SUV,Hybrid,"$35,000",9
R0097,European,Sedan,Electric,"$25,000",6
R0097,Domestic,Compact,Petrol,"$25,000",6
R0098,Asian,SUV,Electric,"$35,000",6
R0098,European,Sedan,Petrol,"$25,000",10
R0098,Domestic,SUV,Petrol,"$25,000",10
R0098,European,SUV,Hybrid,"$35,000",5
R0098,Asian,Compact,Petrol,"$45,000",4
R0098,European,Compact,Petrol,"$45,000",4
R0098,Domestic,Sedan,Electric,"$25,000",7
R0098,European,Compact,Electric,"$45,000",3
R0098,Domestic,SUV,Petrol,"$45,000",5
R0098,Asian,Compact,Petrol,"$25,000",7
R0098,Domestic,Compact,Hybrid,"$45,000",3
R0098,Domestic,Sedan,Hybrid,"$35,000",4
R0098,Asian,Sedan,Petrol,"$25,000",8
R0098,European,Compact,Petrol,"$35,000",6
R0098,European,SUV,Electric,"$45,000",3
R0098,European,SUV,Petrol,"$45,000",6
R0099,Domestic,Compact,Hybrid,"$35,000",6
R0099,European,Sedan,Electric,"$45,000",4
R0099,European,Compact,Petrol,"$25,000",7
R0099,European,Compact,Electric,"$25,000",3
R0099,European,SUV,Hybrid,"$25,000",7
R0099,Asian,Compact,Hybrid,"$25,000",8
R0099,European,Sedan,Hybrid,"$35,000",5
R0099,Domestic,SUV,Hybrid,"$25,000",7
R0099,Asian,SUV,Petrol,"$45,000",6
R0099,Asian,SUV,Petrol,"$25,000",9
R0099,Asian,Compact,Electric,"$25,000",5
R0099,European,Sedan,Hybrid,"$25,000",8
R0099,Domestic,SUV,Electric,"$35,000",6
R0099,Domestic,Compact,Electric,"$35,000",6
R0099,Asian,Sedan,Hybrid,"$45,000",3
R0099,Domestic,Sedan,Hybrid,"$25,000",7
R0100,Domestic,Compact,Electric,"$25,000",7
R0100,European,Sedan,Hybrid,"$45,000",5
R0100,Domestic,SUV,Petrol,"$45,000",8
R0100,Asian,Compact,Hybrid,"$35,000",5
R0100,Domestic,SUV,Petrol,"$35,000",8
R0100,European,SUV,Hybrid,"$35,000",6
R0100,Asian,Compact,Hybrid,"$45,000",1
R0100,European,Compact,Electric,"$25,000",6
R0100,Asian,Compact,Electric,"$35,000",4
R0100,Asian,Sedan,Electric,"$35,000",6
R0100,Asian,Compact,Petrol,"$35,000",6
R0100,European,Sedan,Petrol,"$35,000",8
R0100,Asian,Sedan,Hybrid,"$25,000",7
R0100,Domestic,Sedan,Petrol,"$45,000",7
R0100,Domestic,Compact,Petrol,"$45,000",5
R0100,Domestic,SUV,Electric,"$45,000",5
R0101,European,Compact,Hybrid,"$25,000",5
R0101,Asian,Compact,Petrol,"$35,000",4
R0101,European,Compact,Petrol,"$25,000",5
R0101,Domestic,SUV,Petrol,"$45,000",6
R0101,European,Compact,Electric,"$25,000",3
R0101,Domestic,Sedan,Hybrid,"$35,000",5
R0101,Asian,SUV,Petrol,"$25,000",8
R0101,Domestic,Compact,Hybrid,"$45,000",2
R0101,Asian,SUV,Hybrid,"$35,000",4
R0101,Asian,Compact,Petrol,"$25,000",6
R0101,Domestic,SUV,Hybrid,"$35,000",5
R0101,European,Sedan,Electric,"$45,000",2
R0101,Asian,Compact,Electric,"$45,000",2
R0101,Domestic,Compact,Electric,"$35,000",3
R0101,European,Compact,Hybrid,"$45,000",1
R0101,Domestic,Compact,Hybrid,"$25,000",6
R0102,Domestic,Sedan,Hybrid,"$45,000",5
R0102,Asian,SUV,Electric,"$45,000",4
R0102,Asian,Compact,Petrol,"$25,000",8
R0102,Asian,Compact,Petrol,"$45,000",3
R0102,European,SUV,Petrol,"$25,000",8
R0102,European,SUV,Petrol,"$45,000",5
R0102,European,SUV,Hybrid,"$35,000",6
R0102,European,Compact,Electric,"$35,000",5
R0102,Asian,Compact,Hybrid,"$45,000",3
R0102,Asian,SUV,Hybrid,"$25,000",6
R0102,Domestic,SUV,Electric,"$45,000",3
R0102,Domestic,Compact,Hybrid,"$45,000",6
R0102,European,Compact,Hybrid,"$25,000",7
R0102,Asian,Sedan,Hybrid,"$25,000",9
R0102,Asian,Compact,Petrol,"$35,000",5
R0102,Domestic,Compact,Petrol,"$45,000",4
R0103,Asian,Compact,Electric,"$25,000",6
R0103,Asian,Sedan,Hybrid,"$35,000",4
R0103,European,Sedan,Petrol,"$25,000",7
R0103,Domestic,Sedan,Hybrid,"$35,000",7
R0103,Domestic,Sedan,Petrol,"$35,000",6
R0103,Domestic,Compact,Petrol,"$25,000",8
R0103,European,Compact,Electric,"$35,000",3
R0103,European,SUV,Petrol,"$45,000",5
R0103,Asian,Compact,Petrol,"$45,000",4
R0103,Asian,SUV,Hybrid,"$25,000",7
R0103,Asian,Compact,Hybrid,"$35,000",5
R0103,Domestic,SUV,Electric,"$25,000",9
R0103,Domestic,Sedan,Hybrid,"$25,000",8
R0103,Asian,SUV,Electric,"$45,000",4
R0103,Domestic,SUV,Petrol,"$25,000",10
R0103,Asian,Sedan,Hybrid,"$45,000",4
R0104,European,Compact,Petrol,"$45,000",3
R0104,Asian,Compact,Petrol,"$35,000",1
R0104,European,SUV,Hybrid,"$25,000",7
R0104,Asian,SUV,Petrol,"$45,000",3
R0104,Asian,Sedan,Hybrid,"$25,000",6
R0104,Domestic,Sedan,Hybrid,"$35,000",6
R0104,European,SUV,Petrol,"$35,000",3
R0104,European,SUV,Electric,"$35,000",7
R0104,Domestic,Compact,Electric,"$35,000",5
R0104,Domestic,Sedan,Electric,"$25,000",7
R0104,European,Sedan,Petrol,"$45,000",3
R0104,European,Compact,Electric,"$45,000",5
R0104,European,SUV,Petrol,"$25,000",4
R0104,Asian,SUV,Hybrid,"$25,000",5
R0104,Asian,Compact,Hybrid,"$45,000",5
R0104,European,Compact,Hybrid,"$45,000",5
R0105,Domestic,Sedan,Electric,"$35,000",6
R0105,Asian,Sedan,Hybrid,"$25,000",7
R0105,European,Sedan,Electric,"$45,000",5
R0105,Domestic,Compact,Hybrid,"$25,000",7
R0105,European,SUV,Hybrid,"$45,000",6
R0105,European,Compact,Electric,"$25,000",7
R0105,Domestic,Compact,Electric,"$45,000",5
R0105,European,SUV,Hybrid,"$35,000",8
R0105,Domestic,SUV,Petrol,"$25,000",4
R0105,Domestic,Compact,Hybrid,"$35,000",7
R0105,Domestic,SUV,Hybrid,"$35,000",7
R0105,European,Compact,Petrol,"$35,000",5
R0105,European,Sedan,Hybrid,"$35,000",9
R0105,Asian,SUV,Petrol,"$35,000",5
R0105,Asian,SUV,Hybrid,"$45,000",5
R0105,Asian,Compact,Petrol,"$45,000",1
R0106,European,Compact,Hybrid,"$35,000",5
R0106,Domestic,Sedan,Electric,"$25,000",10
R0106,Domestic,Compact,Hybrid,"$35,000",5
R0106,European,Sedan,Petrol,"$25,000",9
R0106,Domestic,Compact,Hybrid,"$45,000",6
R0106,Domestic,Compact,Electric,"$25,000",9
R0106,European,SUV,Hybrid,"$45,000",3
R0106,Domestic,Sedan,Petrol,"$35,000",6
R0106,Asian,Compact,Hybrid,"$45,000",3
R0106,European,SUV,Electric,"$35,000",5
R0106,Domestic,Compact,Hybrid,"$25,000",10
R0106,Asian,Compact,Electric,"$25,000",7
R0106,Asian,SUV,Petrol,"$25,000",6
R0106,Domestic,Compact,Electric,"$45,000",4
R0106,European,Compact,Petrol,"$45,000",2
R0106,European,Compact,Electric,"$25,000",9
R0107,Domestic,Compact,Electric,"$25,000",9
R0107,Asian,SUV,Petrol,"$25,000",6
R0107,European,Sedan,Petrol,"$25,000",6
R0107,Domestic,Compact,Electric,"$45,000",5
R0107,Asian,Compact,Electric,"$35,000",6
R0107,European,Sedan,Electric,"$35,000",9
R0107,European,Sedan,Petrol,"$35,000",6
R0107,Domestic,Sedan,Petrol,"$25,000",6
R0107,Domestic,Sedan,Electric,"$25,000",7
R0107,Domestic,Compact,Electric,"$35,000",8
R0107,European,Sedan,Hybrid,"$45,000",8
R0107,European,SUV,Hybrid,"$25,000",10
R0107,Domestic,Compact,Petrol,"$45,000",3
R0107,Domestic,Compact,Hybrid,"$25,000",7
R0107,Asian,SUV,Electric,"$35,000",8
R0107,Asian,SUV,Electric,"$45,000",8
R0108,Domestic,Sedan,Electric,"$25,000",6
R0108,Asian,SUV,Electric,"$45,000",7
R0108,Domestic,Sedan,Petrol,"$35,000",2
R0108,Asian,SUV,Electric,"$35,000",7
R0108,Domestic,Compact,Electric,"$25,000",5
R0108,Asian,Compact,Petrol,"$35,000",4
R0108,European,Sedan,Electric,"$35,000",5
R0108,Domestic,Compact,Petrol,"$25,000",5
R0108,European,Compact,Petrol,"$45,000",5
R0108,Asian,Compact,Electric,"$25,000",8
R0108,Asian,Compact,Petrol,"$25,000",4
R0108,European,Compact,Hybrid,"$25,000",6
R0108,European,SUV,Petrol,"$25,000",6
R0108,European,Sedan,Petrol,"$25,000",3
R0108,European,Sedan,Hybrid,"$25,000",5
R0108,Domestic,Compact,Hybrid,"$25,000",5
R0109,European,SUV,Hybrid,"$35,000",6
R0109,European,Compact,Petrol,"$45,000",5
R0109,European,Sedan,Petrol,"$25,000",5
R0109,Domestic,Sedan,Electric,"$35,000",5
R0109,Asian,SUV,Hybrid,"$35,000",7
R0109,Asian,Sedan,Electric,"$35,000",7
R0109,European,Compact,Hybrid,"$45,000",6
R0109,European,Compact,Electric,"$45,000",8
R0109,Asian,SUV,Hybrid,"$25,000",5
R0109,European,Sedan,Electric,"$45,000",6
R0109,Domestic,Sedan,Petrol,"$45,000",3
R0109,Asian,Compact,Hybrid,"$35,000",4
R0109,Domestic,SUV,Petrol,"$35,000",4
R0109,Domestic,Compact,Hybrid,"$45,000",3
R0109,Domestic,Compact,Electric,"$35,000",7
R0109,European,Sedan,Hybrid,"$25,000",5
R0110,European,Sedan,Electric,"$45,000",4
R0110,Asian,Sedan,Hybrid,"$45,000",4
R0110,Asian,Compact,Petrol,"$25,000",8
R0110,Asian,Compact,Hybrid,"$35,000",4
R0110,Asian,SUV,Hybrid,"$35,000",5
R0110,European,Sedan,Petrol,"$35,000",6
R0110,Asian,Sedan,Electric,"$35,000",2
R0110,Domestic,Sedan,Electric,"$35,000",5
R0110,Asian,Compact,Electric,"$35,000",3
R0110,Domestic,Compact,Hybrid,"$45,000",6
R0110,Domestic,SUV,Electric,"$45,000",4
R0110,European,SUV,Electric,"$35,000",3
R0110,European,Sedan,Electric,"$35,000",3
R0110,Asian,SUV,Electric,"$35,000",3
R0110,Asian,SUV,Electric,"$25,000",5
R0110,Asian,Compact,Hybrid,"$25,000",7
R0111,European,SUV,Hybrid,"$35,000",8
R0111,European,Compact,Electric,"$35,000",4
R0111,European,Compact,Electric,"$45,000",2
R0111,Domestic,Compact,Petrol,"$25,000",7
R0111,European,Compact,Hybrid,"$45,000",4
R0111,European,Sedan,Hybrid,"$35,000",8
R0111,Domestic,Sedan,Petrol,"$45,000",6
R0111,European,Compact,Petrol,"$25,000",8
R0111,Domestic,Sedan,Petrol,"$25,000",9
R0111,European,Compact,Petrol,"$35,000",5
R0111,European,Compact,Hybrid,"$25,000",8
R0111,Domestic,SUV,Petrol,"$25,000",8
R0111,Domestic,Compact,Hybrid,"$25,000",7
R0111,European,Sedan,Hybrid,"$25,000",8
R0111,European,Sedan,Electric,"$45,000",5
R0111,European,Compact,Electric,"$25,000",8
R0112,European,Sedan,Hybrid,"$45,000",5
R0112,Domestic,Compact,Petrol,"$35,000",4
R0112,Asian,Compact,Hybrid,"$35,000",6
R0112,Asian,SUV,Petrol,"$25,000",3
R0112,Asian,SUV,Electric,"$45,000",6
R0112,European,SUV,Electric,"$25,000",9
R0112,Asian,Sedan,Petrol,"$25,000",1
R0112,European,Compact,Hybrid,"$25,000",5
R0112,Domestic,Sedan,Electric,"$35,000",6
R0112,European,Compact,Electric,"$35,000",10
R0112,Asian,Compact,Electric,"$35,000",7
R0112,European,Compact,Hybrid,"$35,000",8
R0112,European,Sedan,Petrol,"$35,000",3
R0112,Domestic,SUV,Petrol,"$45,000",1
R0112,Asian,Compact,Hybrid,"$45,000",5
R0112,Asian,Compact,Electric,"$45,000",5
R0113,European,SUV,Hybrid,"$45,000",3
R0113,European,Sedan,Hybrid,"$25,000",8
R0113,European,Compact,Hybrid,"$25,000",6
R0113,Domestic,Sedan,Electric,"$25,000",8
R0113,Domestic,Compact,Electric,"$35,000",4
R0113,Asian,Sedan,Hybrid,"$45,000",7
R0113,Asian,Sedan,Petrol,"$45,000",6
R0113,Domestic,SUV,Hybrid,"$35,000",5
R0113,European,Sedan,Electric,"$45,000",2
R0113,Domestic,Sedan,Petrol,"$45,000",7
R0113,Domestic,SUV,Electric,"$25,000",8
R0113,Domestic,SUV,Electric,"$45,000",4
R0113,Domestic,Sedan,Petrol,"$35,000",9
R0113,Domestic,SUV,Electric,"$35,000",5
R0113,Asian,Compact,Petrol,"$45,000",3
R0113,European,SUV,Petrol,"$25,000",9
R0114,European,Sedan,Hybrid,"$45,000",6
R0114,Asian,SUV,Hybrid,"$35,000",7
R0114,Asian,SUV,Electric,"$25,000",6
R0114,Asian,Sedan,Petrol,"$35,000",6
R0114,Domestic,Compact,Electric,"$45,000",5
R0114,European,Compact,Petrol,"$25,000",8
R0114,Domestic,Compact,Electric,"$35,000",5
R0114,Asian,SUV,Hybrid,"$25,000",8
R0114,European,Sedan,Petrol,"$45,000",6
R0114,Asian,SUV,Hybrid,"$45,000",3
R0114,European,SUV,Electric,"$35,000",3
R0114,Domestic,Sedan,Electric,"$35,000",6
R0114,European,Compact,Petrol,"$35,000",5
R0114,Asian,Compact,Petrol,"$35,000",7
R0114,Asian,SUV,Petrol,"$35,000",7
R0114,European,SUV,Hybrid,"$45,000",4
R0115,Domestic,Compact,Petrol,"$25,000",8
R0115,European,Compact,Petrol,"$45,000",3
R0115,Domestic,SUV,Electric,"$45,000",4
R0115,Domestic,Sedan,Electric,"$45,000",4
R0115,Asian,Compact,Hybrid,"$45,000",3
R0115,European,Compact,Hybrid,"$45,000",1
R0115,Asian,Sedan,Petrol,"$25,000",7
R0115,Domestic,Sedan,Hybrid,"$35,000",6
R0115,Asian,SUV,Hybrid,"$45,000",3
R0115,Asian,Compact,Hybrid,"$25,000",6
R0115,European,Compact,Petrol,"$25,000",7
R0115,European,Compact,Petrol,"$35,000",6
R0115,Asian,Compact,Petrol,"$25,000",7
R0115,Domestic,SUV,Hybrid,"$35,000",7
R0115,European,Compact,Hybrid,"$25,000",6
R0115,European,Compact,Electric,"$25,000",7
R0116,Domestic,Compact,Electric,"$25,000",5
